"africanbusinessmagazine.com","1","/classifieds/jobs/afreximbank-manager-information-technology-core-banking-support/"
"careers.aqr.com","1","/jobs/global-trading/greenwich-ct/business-analyst-trading-and-financing/2092297"
"azbargainhouse.com","2","/category/job-search/computers-internet-telecommunications"
"www.fcrcollectionservices.com","1","/careers_archive/web-developer/"
"www.solutions4delivery.com","3","/jobs/medior-developer"
"www.sarvika.com","1","/careers/senior-database-administrator/"
"www.safe.com","3","/careers/desktop-gui-software-developer-c/"
"www.quanta-cs.com","14","/job/bi-and-data-management-specialist-in-valencia-jid-829"
"quantnet.com","1","/threads/career-advice-needed-from-finance-developer-to-quant.39140/"
"www.softhover.com","18","/careers/android-developer"
"www.kennedypearce.com","104","/job/actuarial-analyst-3/"
"cameroon.cvpeopleafrica.com","1","/jobs/browse/information-technology-telecommunications"
"careers.cyberark.com","8","/job/Backend-Engineer-for-Innovation-Labs/547750501/"
"schillingpublishing.com","3","/careers/c-software-developer-scrum-master/"
"progwml6.com","1","/jenkins/job/JustEnoughItems-MC1.12/265/metadata/"
"www.gamingtec.com","2","/jobs/back-end-developer/"
"cdn-dev.practicematch.com","1","/physicians/jobs/administration/information-technology/"
"inchora.com","1","/job_tag/network/"
"karenmcgrane.com","1","/career-day-special-with-a-future-web-designer/"
"www.arhs-group.com","14","/jobs/application-developerarchitect-european-institution/"
"www.weareadam.com","6","/job/data-analyst-slash-scientist"
"careers.ta3s.com","1","/job-listings-Hiring-For-Software-test-engineer-3yrs-To-8yrs-Bangalore-Ta3s-Solutions-Pvt-Ltd-Bengaluru-Bangalore-3-to-8-years-050919003794"
"www.reignn.com","1","/careers/full-stack-developer/"
"xmartlabs.com","1","/jobs/devops-engineer"
"career.telavox.com","1","/jobs/231051-growth-data-analyst"
"brookesnews.com","1","/career/a-good-display-elevates-an-organizations-network/"
"careers-etrade.icims.com","2","/jobs/14033/senior-software-engineer-%28nodejs%29/job"
"external-canoncareers.icims.com","2","/jobs/21434/technology-operations-representative/job"
"useme.com","11","/en/jobs/best-route-finding-path-finding-software,39214/"
"secureinn.catsone.com","2","/careers/57131-General/jobs/11409206-Cybersecurity-Engineer"
"tekcomresources.catsone.com","12","/careers/25231-General/jobs/10420867-Logistics-Analyst-Tempe-AZ-area"
"www.grayassociates.com","2","/graydataespresso/tag/job-posting"
"mekomsolutions.com","1","/job-openings/micro-frontends-tech-lead/"
"www.ramarketingpr.com","1","/jobs/developer/"
"www.space-exec.com","66","/job/advisory-project-manager-slash-business-analyst-consulting-slash-financial-services/"
"www.solactive.com","10","/jobs/etf-services-analyst-m-f-d/"
"topcaliforniacareers.com","37","/jobs/advanced-technology-executive-los-angeles/25308-1/"
"boilerservicesandinspection.com","1","/careers/third-party-data-analyst/"
"tsiautosolutions.com","2","/careers/view/database-software-developer/"
"hireyy.com","1","/job/power-technology-hiring-candidates-for-software-engineer/"
"jobs.canfor.com","4","/job/Prince-George-Analyst%2C-Purchasing-BC/572129300/"
"www.africatopforum.com","2","/jobs/internet/data-entry-work-part-time-job-franchise-offer-in-surat-kmention_i30296"
"www.healthsplash.com","2","/careers/backend-software-engineer/"
"www.searchelect.com","26","/jobs/ai-developer"
"ioniq.com","2","/careers/director-of-sales-sparkdata/d74bffb1-628a-432b-a1ef-4771f30c969c/"
"careers.tobii.com","5","/jobs/216918-software-manager-tobii-tech"
"getinfopoint.com","3","/product/jobs-in-ministry-of-science-technology-gop/"
"www.epicmanagementlp.com","1","/Jobs/SQL_Developer_-_Decision_Support_Services_-_Postion__2020-181.aspx"
"enablon.com","1","/applications/job-safety-job-hazard-analysis-software/"
"www.pukket.com","1","/blog/career/web-developer/"
"jobs.housing-technology.com","1","/job/570/senior-salesforce-developer/"
"www.kinsellalegal.com","4","/job-industry/technology/"
"huskyjam.com","2","/career/business-analyst/"
"safetec.hsi.com","2","/careers/apply-now-systems-analyst/"
"jobs.rimkus.com","1","/jobs/categories/Information+Technology"
"www.nrgene.com","3","/careers/algorithms-and-data-science/"
"www.occamsolutions.com","1","/job-posts/automation-triage-analyst"
"www.pickit3d.com","2","/jobs/computer-vision-engineer"
"werindia.com","1","/career/junior-web-developer.php"
"www.ishir.com","2","/job_category/technology/"
"www.1stsolutionusa.com","1","/medical-it-news/career-spotlight-healthcare-data-scientists/"
"www.tramelwoodard.com","3","/en/career/backend"
"www.commencis.com","6","/careers/backend-developer/"
"www.colossusassociates.com","170","/job/1005032323710/junior-software-developer-net-c-number-sql-solihull/"
"www.preciouscprice.com","1","/product-page/career-developer-packager"
"www.precisetarget.com","1","/careers-data-engineer/"
"precisioncreative.com","1","/jobs/wordpress-developer/"
"coverager.com","1","/job/scouting-analyst/"
"www.cross-ni.com","1","/about/careers/70-java-developer"
"www.mimacom.com","3","/en/jobs/frontend-software-vue/"
"www.avantio.com","2","/jobs/javascript-full-stack-developer/"
"ascentsg.com","1","/job/20-04150/data+analyst/"
"www.bolmamabol.com","1","/jobs/www-ssconline-nic-in-staff-selection-commission-recruitment-for-data-entry-operator-central-government-job/"
"jobs.desertfinancial.com","1","/web-applications-developer-iii/job/13004767"
"justcoded.com","2","/career/front-end-developer/"
"abinstruments.com","1","/careers/jobs/data-entery-operator/"
"www.pwc.com","3","/ca/en/careers/campus-recruiting/campus-opportunities/opportunities/cybersecurity-and-privacy.html"
"embed.faithlife.com","6","/jobs/DesktopSoftwareDeveloper"
"careers.autozone.com","10","/alldata/jobs"
"www.leasemls.com","2","/cgi-bin/jobs/classifieds-db-colorado-website--language--session_key--view_database_button-on.htm"
"continuitycentral.com","1","/index.php/jobs/5276-business-continuity-analyst-79"
"www.execboardinasia.com","2","/job/associate-director-network-architecture/"
"www.execu-search.com","1","/job-seekers/practice-areas/information-technology"
"news.efinancialcareers.com","1","/ch-en/careers-in-finance/220678/data-providers-and-ratings-agencies-job-description"
"www.ecampustours.com","2","/careerexploration/jobsearchandinterviews/howtousesocialnetworkingtogetajob"
"www.kbytes.com","1","/careers/senior-networkarchitect-engineer/"
"latinosdelmundo.com","1","/jobs/category/technology"
"www.remotepython.com","3","/jobs/skills/backenddev/"
"recosenselabs.com","1","/jobs/frontend-developer/"
"discuss.codecademy.com","1","/t/career-change-for-graduated-linguist-towards-data-science/488234"
"insready.com","1","/en/job/software-engineer-android"
"www.threatstack.com","1","/careers/software-engineer-agent"
"www.unboundmedicine.com","1","/careers/techsupportqaanalyst"
"www.academyadmissions.com","1","/career/operations-research-analyst/"
"www.hawle.com","3","/en/careers/apprenticeships/metal-technology-main-module-machining-technology/"
"www.gulfjobworld.com","2","/job-details/devops-engineer-for-bahrain-in-bahrain-manama-359.html"
"gulflancer.com","1","/jobs/computer-it/"
"onlinesales-talent.freshteam.com","2","/jobs/QSLwpVFyEahX/data-scientist"
"www.followbright.com","5","/contact-our-colorado-web-design-company/jobs/"
"pixbitsolutions.com","1","/jobs/senior-android-developer/"
"wehavezeal.com","2","/careers/2013/02/07/vacancy-web-developer"
"admin.gencon.com","1","/join/jobpost-web_developer-2019"
"ewallsolutions.com","12","/jobs/apply/android-developer-1-years-of-experience-9"
"www.dckap.com","4","/job/bigcommerce-developer/"
"jobs.mars.com","5","/job/Chicago-Network-Security-Engineer-Senior-Lead-IL-60642/572746201/"
"www.sim-files.com","2","/careers/diversity-and-inclusion/employee-networks.html"
"careers.bankofireland.com","1","/jobs/analytical-engineer-data-solutions-dublin-ireland"
"banktech.com","1","/data-and-analytics/career-is-outstanding-/a/d-id/1290040.html"
"playdemic.com","2","/careers/Data-Scientist"
"pinpointasia.com","5","/job-search/business-intelligence-data-analytics-lead-leading-financial-institution/"
"ic-resources.com","64","/job/Audio-Software-Engineer-1"
"www.zennify.com","1","/careers/sr-salesforce-developer-remote"
"techjobwall.com","1","/job/techcurve-ai-innovations-react-js-developer/"
"www.worksafebc.com","1","/en/resources/about-us/careers/job-profile-business-analyst"
"www.mydailycareernews.com","2","/2011/03/careers-in-nanotechnology.html"
"www.pararecruit.com","8","/jobs/bioinformatics-data-analyst/"
"engrain.com","3","/careers/data-entry-specialist/"
"aspisid.com","1","/job-react-developer/"
"www.payercompass.com","1","/job/data-acquisition-engineer/"
"jobaxle.com","2","/job-category/gen-secretarial-front-office-data-entry"
"jobsband.com","2","/job/network-assistant-manager/"
"www.govtech.com","1","/blogs/lohrmann-on-cybersecurity/Job-Change-Checklist-Seven-Things-to-Consider-Before-Elections.html"
"www.saucerecruitment.com","3","/job/finance-systems-analyst/"
"www.damiagroup.com","5","/jobs/android-developer-engineer-android-sdk-restful-api-java/"
"www.lirz.com","1","/category/job-search/computers-internet-telecommunications"
"empleosamigo.com","4","/jobs/business-system-analyst-princeton-nj-08542-118281894-d"
"www.goekos.com","2","/careers/business-analyst"
"opportunities254.wordpress.com","2","/2016/01/18/job-university-fee-support-digital-divide-data/"
"careers.amadfw.com","49","/jobs/12220372/marketing-finance-analyst"
"99jobster.com","2","/jobs/account/google-drive-unlimited-movie-database-3750-movie-uploaded/"
"9elements.com","2","/career/frontend_designer"
"cloudcar.com","2","/job/cloudcar-santa-clara-ca-40-data-machine-learning-engineer/"
"jobsearchingstrategies.com","1","/2009/06/21/jobster-career-network-facebook-application/"
"www.jobsinzurich.com","1","/jobs/IT%20Technology"
"www.jobsparx.com","8","/Job/102997/Reynolds-Reynolds-Entry-Level-It-Systems-Analyst"
"www.propago.com","1","/careers/backend-developer/"
"icucare.com","2","/jobs/jr-and-sr-software-developer-positions/"
"mabrian.com","1","/jobs/full-stack-developer/"
"medium.com","5","/datadriveninvestor/career-lessons-you-can-take-from-magicians-5d2ac6833fdc"
"www.northropgrumman.com","5","/careers/information-technology-careers/"
"fountain-marketplace.com","4","/jobs/business-analyst/"
"jobs.shellpointmtg.com","4","/escrow-data-analyst-i/job/13005462"
"btemptd.wacoal-america.com","1","/careers-senior-warehouse-software-expert"
"www.orderman.com","1","/en/about-us/jobs/vacancies/jobdetails/article/software-entwickler-mw/"
"www.adremgroup.com","5","/job/data-engineer-london"
"www.flightdataservices.com","1","/flight-data-company/careers"
"www.apptek.com","1","/careers/software-engineer"
"www.oncrashreboot.com","1","/career-advice-software-developers-fitness-coach"
"jobs.fcx.com","4","/job/Morenci-Control-Systems-Analyst-I-AZ-85540/618960200/"
"transportjobs.com","1","/job/fatigue-analyst/"
"datacenterinc.com","3","/team/careers/banking-software-implementation-specialist"
"inside.xpeedstudio.com","4","/job/front-end-developer-2/"
"lipmanfamilyfarms.com","1","/careers/transportation-analystaccouontatn.php"
"www.kuenz.com","1","/careers/task-areas/technology-and-innovation/"
"the-dots.com","6","/jobs/data-analyst-130398"
"www.gynzy.com","1","/en/vacancy/job-opportunity-freelance-javascript-programmer/"
"www.adslinker.com","2","/listings/business-category/jobs/data-entry/"
"adtheorent.com","6","/careers/devops-engineer-aws"
"fatiguetech.com","1","/about-fti/careers-at-fatigue-technology,-a-pcc-company"
"careers.semafone.com","3","/jobs/172864-frontend-developer-integrations-team"
"www.embark-studios.com","18","/jobs/278016-telemetry-software-developer"
"www.wearemaze.com","1","/career/wordpress-developer/"
"careers-commonwealth.icims.com","5","/jobs/3660/business-systems-analyst/job"
"blog.cambridgecoaching.com","1","/blog/bid/321345/Career-Advice-The-Benefits-of-Networking"
"iaminc.catsone.com","4","/careers/29497-General/jobs/12856454-Embedded-Software-Engineer"
"lighthousetech.catsone.com","2","/careers/42057-General/jobs/12258866-Mid-Level-Software-Tester"
"visualsoftinc.catsone.com","1","/careers/23641-General/jobs/8421200-Systems-AnalystFinancial/"
"www.ea-first.com","3","/job/finance-analyst-4"
"www.active8robots.com","1","/about-us/careers/automation-analyst/"
"www.greenhill.com","2","/en/careers/analysts"
"www.solarjobsuk.com","3","/jobs/8856739/junior-engineer-analyst-consultant.asp"
"www.norconsult.com","1","/career/candidate-database/"
"mpro5.com","1","/job-management-software/"
"www.lbmc.com","1","/careers/technology/"
"www.dorsavi.com","2","/uk/en/careers/analyst-workplace-services/"
"www.dotcominventions.com","1","/career/web-designing-course-in-jaipur/"
"careerconext.postings.com","1","/recruiter-2086524/jobs/information-technology/careerconext-is-hiring-ruby-on-rails-developer-wanted-san-diego-ca-92127/83293"
"rubicon.afrservices.com","1","/resources/careers/systems-data-analyst/"
"ardenwebsales.com","1","/jobs-in-software-development/"
"shs.sealyisd.com","27","/classes/career___technology"
"io-tahoe.com","1","/career/senior-data-architect/"
"careers.carsforsale.com","1","/job/software-engineer/"
"www.adventiumlabs.com","1","/job-opening-systems-engineersoftware-engineer-model-based-system-engineering"
"www.scandistaff.com","1","/jobs/senior-front-end-developer/"
"www.hysopt.com","1","/job/software-developer/"
"andreabcreative.com","1","/2014/07/06/jobboost-the-new-networking/"
