"com,secondsale)/i/the-gardener-s-botanical-an-encyclopedia-of-latin-plant-names-with-more-than-5-000-entries/9780691200170",https://www.secondsale.com/i/the-gardener-s-botanical-an-encyclopedia-of-latin-plant-names-with-more-than-5-000-entries/9780691200170,www.secondsale.com,com,secondsale,www,"","",com,secondsale.com,com,secondsale.com,https,"",/i/the-gardener-s-botanical-an-encyclopedia-of-latin-plant-names-with-more-than-5-000-entries/9780691200170,"",2021-01-27T12:33:51.000-08:00,200,"",OGQM7PX2746X3DNDZCGKBA4KKJUHXQIB,text/html,text/html,UTF-8,eng,"",crawl-data/CC-MAIN-2021-04/segments/1610704832583.88/warc/CC-MAIN-20210127183317-20210127213317-00477.warc.gz,982534009,26206,1610704832583.88
"com,secondsale)/i/the-garfield-show-6-apprentice-sorcerer/9781629914503",https://www.secondsale.com/i/the-garfield-show-6-apprentice-sorcerer/9781629914503,www.secondsale.com,com,secondsale,www,"","",com,secondsale.com,com,secondsale.com,https,"",/i/the-garfield-show-6-apprentice-sorcerer/9781629914503,"",2021-01-20T15:15:15.000-08:00,200,"",MQAAP6L2YO2V3AR6F5JZWXAUOSF3XORH,text/html,text/html,UTF-8,eng,"",crawl-data/CC-MAIN-2021-04/segments/1610703522133.33/warc/CC-MAIN-20210120213234-20210121003234-00766.warc.gz,996015863,24114,1610703522133.33
"com,secondsale)/i/the-garfield-show-7-desperately-seeking-pooky/9781629917450",https://www.secondsale.com/i/the-garfield-show-7-desperately-seeking-pooky/9781629917450,www.secondsale.com,com,secondsale,www,"","",com,secondsale.com,com,secondsale.com,https,"",/i/the-garfield-show-7-desperately-seeking-pooky/9781629917450,"",2021-01-17T12:05:05.000-08:00,200,"",AWK2FNAWXNEFMB5R22HBGTIXLZ7JGK5H,text/html,text/html,UTF-8,eng,"",crawl-data/CC-MAIN-2021-04/segments/1610703513144.48/warc/CC-MAIN-20210117174558-20210117204558-00658.warc.gz,957776508,24605,1610703513144.48
"com,secondsale)/i/the-gastric-sleeve-bariatric-cookbook-easy-meal-plans-and-recipes-to-eat-well-keep-the-weight-off/9781939754707",https://www.secondsale.com/i/the-gastric-sleeve-bariatric-cookbook-easy-meal-plans-and-recipes-to-eat-well-keep-the-weight-off/9781939754707,www.secondsale.com,com,secondsale,www,"","",com,secondsale.com,com,secondsale.com,https,"",/i/the-gastric-sleeve-bariatric-cookbook-easy-meal-plans-and-recipes-to-eat-well-keep-the-weight-off/9781939754707,"",2021-01-23T07:27:34.000-08:00,200,"",FP5YMF65YLDOLQPLNJUQVS43SMSROJ4G,text/html,text/html,UTF-8,eng,"",crawl-data/CC-MAIN-2021-04/segments/1610703538082.57/warc/CC-MAIN-20210123125715-20210123155715-00258.warc.gz,967653878,27419,1610703538082.57
"com,secondsale)/i/the-gathering-storm-secularism-culture-and-the-church/9781400220212",https://www.secondsale.com/i/the-gathering-storm-secularism-culture-and-the-church/9781400220212,www.secondsale.com,com,secondsale,www,"","",com,secondsale.com,com,secondsale.com,https,"",/i/the-gathering-storm-secularism-culture-and-the-church/9781400220212,"",2021-01-19T10:43:05.000-08:00,200,"",ZJQAVDS5DR2G2NQRY4RFYWO5S6Z27C75,text/html,text/html,UTF-8,eng,"",crawl-data/CC-MAIN-2021-04/segments/1610703519600.31/warc/CC-MAIN-20210119170058-20210119200058-00262.warc.gz,988765723,26648,1610703519600.31
"com,secondsale)/i/the-gene-keys-unlocking-the-higher-purpose-hidden-in-your-dna/9781780285429",https://www.secondsale.com/i/the-gene-keys-unlocking-the-higher-purpose-hidden-in-your-dna/9781780285429,www.secondsale.com,com,secondsale,www,"","",com,secondsale.com,com,secondsale.com,https,"",/i/the-gene-keys-unlocking-the-higher-purpose-hidden-in-your-dna/9781780285429,"",2021-01-18T15:39:32.000-08:00,200,"",E5QZ56OHC6CDEGF3ZB4VFZ5NBAL7TZVE,text/html,text/html,UTF-8,eng,"",crawl-data/CC-MAIN-2021-04/segments/1610703517159.7/warc/CC-MAIN-20210118220236-20210119010236-00636.warc.gz,964506640,26622,1610703517159.7
"com,secondsale)/i/the-generosity-factor-discover-the-joy-of-giving-your-time-talent-and-treasure/9780310261537",https://www.secondsale.com/i/the-generosity-factor-discover-the-joy-of-giving-your-time-talent-and-treasure/9780310261537,www.secondsale.com,com,secondsale,www,"","",com,secondsale.com,com,secondsale.com,https,"",/i/the-generosity-factor-discover-the-joy-of-giving-your-time-talent-and-treasure/9780310261537,"",2021-01-22T11:43:05.000-08:00,200,"",IHSRCUI3KMYLYP2RFJHG3QXZ6CVV6YP2,text/html,text/html,UTF-8,eng,"",crawl-data/CC-MAIN-2021-04/segments/1610703531335.42/warc/CC-MAIN-20210122175527-20210122205527-00529.warc.gz,962271120,24696,1610703531335.42
"com,secondsale)/i/the-gentle-art-of-swedish-death-cleaning-how-to-free-yourself-and-your-family-from-a-lifetime-of-clutter/9781501173240",https://www.secondsale.com/i/the-gentle-art-of-swedish-death-cleaning-how-to-free-yourself-and-your-family-from-a-lifetime-of-clutter/9781501173240,www.secondsale.com,com,secondsale,www,"","",com,secondsale.com,com,secondsale.com,https,"",/i/the-gentle-art-of-swedish-death-cleaning-how-to-free-yourself-and-your-family-from-a-lifetime-of-clutter/9781501173240,"",2021-01-27T15:45:19.000-08:00,200,"",2TBNYCTFOQ3LT5SF4EGD6GIQVYGNLV36,text/html,text/html,UTF-8,eng,"",crawl-data/CC-MAIN-2021-04/segments/1610704833804.93/warc/CC-MAIN-20210127214413-20210128004413-00191.warc.gz,971122186,27178,1610704833804.93
"com,secondsale)/i/the-gentle-way-a-self-help-guide-for-those-who-believe-in-angels/9781891824609",https://www.secondsale.com/i/the-gentle-way-a-self-help-guide-for-those-who-believe-in-angels/9781891824609,www.secondsale.com,com,secondsale,www,"","",com,secondsale.com,com,secondsale.com,https,"",/i/the-gentle-way-a-self-help-guide-for-those-who-believe-in-angels/9781891824609,"",2021-01-19T05:01:59.000-08:00,200,"",NHZN6URPG6RLYYYAFOARCX2ZPF3RLRE5,text/html,text/html,UTF-8,eng,"",crawl-data/CC-MAIN-2021-04/segments/1610703518240.40/warc/CC-MAIN-20210119103923-20210119133923-00547.warc.gz,1005816823,25805,1610703518240.40
"com,secondsale)/i/the-gentleman-s-guide-to-getting-lucky/9780062967169",https://www.secondsale.com/i/the-gentleman-s-guide-to-getting-lucky/9780062967169,www.secondsale.com,com,secondsale,www,"","",com,secondsale.com,com,secondsale.com,https,"",/i/the-gentleman-s-guide-to-getting-lucky/9780062967169,"",2021-01-22T11:27:40.000-08:00,200,"",6ZTH25QHOOXTX5WQK6QFPJK4ET454KGI,text/html,text/html,UTF-8,eng,"",crawl-data/CC-MAIN-2021-04/segments/1610703531335.42/warc/CC-MAIN-20210122175527-20210122205527-00005.warc.gz,982180824,26679,1610703531335.42
"com,secondsale)/i/the-geography-of-urban-transportation/9781462529650",https://www.secondsale.com/i/the-geography-of-urban-transportation/9781462529650,www.secondsale.com,com,secondsale,www,"","",com,secondsale.com,com,secondsale.com,https,"",/i/the-geography-of-urban-transportation/9781462529650,"",2021-01-23T01:04:05.000-08:00,200,"",AUZ64IGO2MM5WWQKDJRDQEIBOTTZEDYL,text/html,text/html,UTF-8,eng,"",crawl-data/CC-MAIN-2021-04/segments/1610703536556.58/warc/CC-MAIN-20210123063713-20210123093713-00079.warc.gz,969737018,25562,1610703536556.58
"com,secondsale)/i/the-geometry-of-hand-sewing-a-romance-in-stitches-and-embroidery-from-alabama-chanin-and-the-school-of-making/9781419726637",https://www.secondsale.com/i/the-geometry-of-hand-sewing-a-romance-in-stitches-and-embroidery-from-alabama-chanin-and-the-school-of-making/9781419726637,www.secondsale.com,com,secondsale,www,"","",com,secondsale.com,com,secondsale.com,https,"",/i/the-geometry-of-hand-sewing-a-romance-in-stitches-and-embroidery-from-alabama-chanin-and-the-school-of-making/9781419726637,"",2021-01-21T10:33:15.000-08:00,200,"",SVKU4HO3YBML7HZIMHDJT7PDOLODTHWJ,text/html,text/html,UTF-8,eng,"",crawl-data/CC-MAIN-2021-04/segments/1610703527224.75/warc/CC-MAIN-20210121163356-20210121193356-00274.warc.gz,959390323,26343,1610703527224.75
"com,secondsale)/i/the-gerson-therapy-the-proven-nutritional-program-to-fight-cancer-and-other-illnesses/9781496729323",https://www.secondsale.com/i/the-gerson-therapy-the-proven-nutritional-program-to-fight-cancer-and-other-illnesses/9781496729323,www.secondsale.com,com,secondsale,www,"","",com,secondsale.com,com,secondsale.com,https,"",/i/the-gerson-therapy-the-proven-nutritional-program-to-fight-cancer-and-other-illnesses/9781496729323,"",2021-01-23T00:34:29.000-08:00,200,"",NZRUSLCXXXIFCN7Y3LESGPLS4J3Q2FFY,text/html,text/html,UTF-8,eng,"",crawl-data/CC-MAIN-2021-04/segments/1610703536556.58/warc/CC-MAIN-20210123063713-20210123093713-00387.warc.gz,959902435,26820,1610703536556.58
"com,secondsale)/i/the-getaway-diary-of-a-wimpy-kid-book-12/9781419741982",https://www.secondsale.com/i/the-getaway-diary-of-a-wimpy-kid-book-12/9781419741982,www.secondsale.com,com,secondsale,www,"","",com,secondsale.com,com,secondsale.com,https,"",/i/the-getaway-diary-of-a-wimpy-kid-book-12/9781419741982,"",2021-01-23T06:08:16.000-08:00,200,"",XWUJ2K2VAFF5BEEKAHUW4BZOCO6RJOUO,text/html,text/html,UTF-8,eng,"",crawl-data/CC-MAIN-2021-04/segments/1610703538082.57/warc/CC-MAIN-20210123125715-20210123155715-00151.warc.gz,958409004,28433,1610703538082.57
"com,secondsale)/i/the-giant-book-of-christmas-sheet-music-easy-piano/9781470610708",https://www.secondsale.com/i/the-giant-book-of-christmas-sheet-music-easy-piano/9781470610708,www.secondsale.com,com,secondsale,www,"","",com,secondsale.com,com,secondsale.com,https,"",/i/the-giant-book-of-christmas-sheet-music-easy-piano/9781470610708,"",2021-01-23T06:10:49.000-08:00,200,"",FW27DJYVQ272T3TRQRDUKYUVKAGLWTZ7,text/html,text/html,UTF-8,eng,"",crawl-data/CC-MAIN-2021-04/segments/1610703538082.57/warc/CC-MAIN-20210123125715-20210123155715-00102.warc.gz,971943130,24378,1610703538082.57
"com,secondsale)/i/the-gift-of-therapy-an-open-letter-to-a-new-generation-of-therapists-and-their-patients/9780061719615",https://www.secondsale.com/i/the-gift-of-therapy-an-open-letter-to-a-new-generation-of-therapists-and-their-patients/9780061719615,www.secondsale.com,com,secondsale,www,"","",com,secondsale.com,com,secondsale.com,https,"",/i/the-gift-of-therapy-an-open-letter-to-a-new-generation-of-therapists-and-their-patients/9780061719615,"",2021-01-21T23:46:11.000-08:00,200,"",SDBT3OILAWXQIDYRH5RWJDKKLGQJ4XML,text/html,text/html,UTF-8,eng,"",crawl-data/CC-MAIN-2021-04/segments/1610703529128.47/warc/CC-MAIN-20210122051338-20210122081338-00619.warc.gz,992962633,27025,1610703529128.47
"com,secondsale)/i/the-gifts-of-imperfection-let-go-of-who-you-think-you-re-supposed-to-be-and-embrace-who-you-are/9781592858491",https://www.secondsale.com/i/the-gifts-of-imperfection-let-go-of-who-you-think-you-re-supposed-to-be-and-embrace-who-you-are/9781592858491,www.secondsale.com,com,secondsale,www,"","",com,secondsale.com,com,secondsale.com,https,"",/i/the-gifts-of-imperfection-let-go-of-who-you-think-you-re-supposed-to-be-and-embrace-who-you-are/9781592858491,"",2021-01-15T12:28:13.000-08:00,200,"",ZQYIAFF6ZYQJRYUBFN25XKPD22XSTGGY,text/html,text/html,UTF-8,eng,"",crawl-data/CC-MAIN-2021-04/segments/1610703496947.2/warc/CC-MAIN-20210115194851-20210115224851-00683.warc.gz,978481538,27357,1610703496947.2
"com,secondsale)/i/the-gingerbread-man/9781680524499",https://www.secondsale.com/i/the-gingerbread-man/9781680524499,www.secondsale.com,com,secondsale,www,"","",com,secondsale.com,com,secondsale.com,https,"",/i/the-gingerbread-man/9781680524499,"",2021-01-27T02:48:54.000-08:00,200,"",UU43PKU5H47ALFQ2LUG5ZU2JRAOANQLX,text/html,text/html,UTF-8,eng,"",crawl-data/CC-MAIN-2021-04/segments/1610704821381.83/warc/CC-MAIN-20210127090152-20210127120152-00358.warc.gz,987892005,24582,1610704821381.83
"com,secondsale)/i/the-girl-and-the-wolf/9781926886541",https://www.secondsale.com/i/the-girl-and-the-wolf/9781926886541,www.secondsale.com,com,secondsale,www,"","",com,secondsale.com,com,secondsale.com,https,"",/i/the-girl-and-the-wolf/9781926886541,"",2021-01-26T06:12:15.000-08:00,200,"",44OBHWSLZHMEQ6UFH5LGAJQGV7YXFQV3,text/html,text/html,UTF-8,eng,"",crawl-data/CC-MAIN-2021-04/segments/1610704800238.80/warc/CC-MAIN-20210126135838-20210126165838-00300.warc.gz,981785082,23842,1610704800238.80
"com,secondsale)/i/the-girl-from-everywhere/9780062380753",https://www.secondsale.com/i/the-girl-from-everywhere/9780062380753,www.secondsale.com,com,secondsale,www,"","",com,secondsale.com,com,secondsale.com,https,"",/i/the-girl-from-everywhere/9780062380753,"",2021-01-15T19:01:36.000-08:00,200,"",UYDU7YSHSJDZ2ELAYLTUZ7NUUSOAK3FW,text/html,text/html,UTF-8,eng,"",crawl-data/CC-MAIN-2021-04/segments/1610703499999.6/warc/CC-MAIN-20210116014637-20210116044637-00331.warc.gz,1001653994,26646,1610703499999.6
"com,secondsale)/i/the-girl-from-the-other-side-si-il-a-r-n-vol-1/9781626924673",https://www.secondsale.com/i/the-girl-from-the-other-side-si-il-a-r-n-vol-1/9781626924673,www.secondsale.com,com,secondsale,www,"","",com,secondsale.com,com,secondsale.com,https,"",/i/the-girl-from-the-other-side-si-il-a-r-n-vol-1/9781626924673,"",2021-01-19T17:56:33.000-08:00,200,"",ZSKPA6TE4PYUXCMKQSHPGTS4GCK6AFM7,text/html,text/html,UTF-8,eng,"",crawl-data/CC-MAIN-2021-04/segments/1610703519843.24/warc/CC-MAIN-20210119232006-20210120022006-00250.warc.gz,992171096,26999,1610703519843.24
"com,secondsale)/i/the-girl-from-the-other-side-si-il-a-r-n-vol-2/9781626925236",https://www.secondsale.com/i/the-girl-from-the-other-side-si-il-a-r-n-vol-2/9781626925236,www.secondsale.com,com,secondsale,www,"","",com,secondsale.com,com,secondsale.com,https,"",/i/the-girl-from-the-other-side-si-il-a-r-n-vol-2/9781626925236,"",2021-01-17T15:07:38.000-08:00,200,"",T33ZLNZIJ77VS4OELEIE2PAZPXSKLC25,text/html,text/html,UTF-8,eng,"",crawl-data/CC-MAIN-2021-04/segments/1610703513194.17/warc/CC-MAIN-20210117205246-20210117235246-00637.warc.gz,988523198,24778,1610703513194.17
"com,secondsale)/i/the-girl-from-the-other-side-si-il-a-r-n-vol-3/9781626925588",https://www.secondsale.com/i/the-girl-from-the-other-side-si-il-a-r-n-vol-3/9781626925588,www.secondsale.com,com,secondsale,www,"","",com,secondsale.com,com,secondsale.com,https,"",/i/the-girl-from-the-other-side-si-il-a-r-n-vol-3/9781626925588,"",2021-01-27T02:17:47.000-08:00,200,"",2AVWY462XOPILX52WX2UUEMCJHANK7CM,text/html,text/html,UTF-8,eng,"",crawl-data/CC-MAIN-2021-04/segments/1610704821381.83/warc/CC-MAIN-20210127090152-20210127120152-00286.warc.gz,962796844,26331,1610704821381.83
"com,secondsale)/i/the-girl-from-the-other-side-si-il-a-r-n-vol-4/9781626927018",https://www.secondsale.com/i/the-girl-from-the-other-side-si-il-a-r-n-vol-4/9781626927018,www.secondsale.com,com,secondsale,www,"","",com,secondsale.com,com,secondsale.com,https,"",/i/the-girl-from-the-other-side-si-il-a-r-n-vol-4/9781626927018,"",2021-01-17T13:20:45.000-08:00,200,"",MVW4F773243AA7OTIQ2L6JXJH45FK6XO,text/html,text/html,UTF-8,eng,"",crawl-data/CC-MAIN-2021-04/segments/1610703513194.17/warc/CC-MAIN-20210117205246-20210117235246-00607.warc.gz,983686542,25837,1610703513194.17
"com,secondsale)/i/the-girl-from-the-other-side-si-il-a-r-n-vol-5/9781626928473",https://www.secondsale.com/i/the-girl-from-the-other-side-si-il-a-r-n-vol-5/9781626928473,www.secondsale.com,com,secondsale,www,"","",com,secondsale.com,com,secondsale.com,https,"",/i/the-girl-from-the-other-side-si-il-a-r-n-vol-5/9781626928473,"",2021-01-19T06:10:16.000-08:00,200,"",NCJE64GLCJ5BRMFBLYX7OW5XUGC23NKI,text/html,text/html,UTF-8,eng,"",crawl-data/CC-MAIN-2021-04/segments/1610703519395.23/warc/CC-MAIN-20210119135001-20210119165001-00184.warc.gz,998839472,25349,1610703519395.23
"com,secondsale)/i/the-girl-from-the-other-side-si-il-a-r-n-vol-7/9781642751161",https://www.secondsale.com/i/the-girl-from-the-other-side-si-il-a-r-n-vol-7/9781642751161,www.secondsale.com,com,secondsale,www,"","",com,secondsale.com,com,secondsale.com,https,"",/i/the-girl-from-the-other-side-si-il-a-r-n-vol-7/9781642751161,"",2021-01-27T12:01:36.000-08:00,200,"",XT6IQV5EN7XFODT3EVEGTDNC2YF3CGMY,text/html,text/html,UTF-8,eng,"",crawl-data/CC-MAIN-2021-04/segments/1610704832583.88/warc/CC-MAIN-20210127183317-20210127213317-00508.warc.gz,988777237,26424,1610704832583.88
"com,secondsale)/i/the-girl-from-the-other-side-si-il-a-r-n-vol-9/9781645055174",https://www.secondsale.com/i/the-girl-from-the-other-side-si-il-a-r-n-vol-9/9781645055174,www.secondsale.com,com,secondsale,www,"","",com,secondsale.com,com,secondsale.com,https,"",/i/the-girl-from-the-other-side-si-il-a-r-n-vol-9/9781645055174,"",2021-01-27T03:36:54.000-08:00,200,"",5WRBFX337FUOAHTLRM2B5KXQ5DJ7CUKR,text/html,text/html,UTF-8,eng,"",crawl-data/CC-MAIN-2021-04/segments/1610704821381.83/warc/CC-MAIN-20210127090152-20210127120152-00166.warc.gz,970012631,24132,1610704821381.83
"com,secondsale)/i/the-girl-i-used-to-be/9781627793322",https://www.secondsale.com/i/the-girl-i-used-to-be/9781627793322,www.secondsale.com,com,secondsale,www,"","",com,secondsale.com,com,secondsale.com,https,"",/i/the-girl-i-used-to-be/9781627793322,"",2021-01-21T23:46:59.000-08:00,200,"",XE4SY5G3H3PH24FXIMZWO6LBH2E2EO4D,text/html,text/html,UTF-8,eng,"",crawl-data/CC-MAIN-2021-04/segments/1610703529128.47/warc/CC-MAIN-20210122051338-20210122081338-00661.warc.gz,982343551,25450,1610703529128.47
"com,secondsale)/i/the-girl-in-the-picture/9780385743907",https://www.secondsale.com/i/the-girl-in-the-picture/9780385743907,www.secondsale.com,com,secondsale,www,"","",com,secondsale.com,com,secondsale.com,https,"",/i/the-girl-in-the-picture/9780385743907,"",2021-01-24T10:35:55.000-08:00,200,"",UV2F6FZ7GJHARZXY4BW44BKDOETOA6L6,text/html,text/html,UTF-8,eng,"",crawl-data/CC-MAIN-2021-04/segments/1610703550617.50/warc/CC-MAIN-20210124173052-20210124203052-00004.warc.gz,967390276,26634,1610703550617.50
"com,secondsale)/i/the-girl-who-lived-a-thrilling-suspense-novel/9781683993025",https://www.secondsale.com/i/the-girl-who-lived-a-thrilling-suspense-novel/9781683993025,www.secondsale.com,com,secondsale,www,"","",com,secondsale.com,com,secondsale.com,https,"",/i/the-girl-who-lived-a-thrilling-suspense-novel/9781683993025,"",2021-01-21T16:41:49.000-08:00,200,"",Q4YT77F6LRFPXM5V5PRUWRBVMB6SIYSN,text/html,text/html,UTF-8,eng,"",crawl-data/CC-MAIN-2021-04/segments/1610703528672.38/warc/CC-MAIN-20210121225305-20210122015305-00239.warc.gz,980840951,28336,1610703528672.38
"com,secondsale)/i/the-girl-who-lived-a-thrilling-suspense-novel/9781683993056",https://www.secondsale.com/i/the-girl-who-lived-a-thrilling-suspense-novel/9781683993056,www.secondsale.com,com,secondsale,www,"","",com,secondsale.com,com,secondsale.com,https,"",/i/the-girl-who-lived-a-thrilling-suspense-novel/9781683993056,"",2021-01-22T20:14:38.000-08:00,200,"",YJE77RSSHCIKVIKY2RDJR7PBMRFQOJWE,text/html,text/html,UTF-8,eng,"",crawl-data/CC-MAIN-2021-04/segments/1610703533863.67/warc/CC-MAIN-20210123032629-20210123062629-00333.warc.gz,971849569,25299,1610703533863.67
"com,secondsale)/i/the-girl-who-lived-a-thrilling-suspense-novel/9781683993063",https://www.secondsale.com/i/the-girl-who-lived-a-thrilling-suspense-novel/9781683993063,www.secondsale.com,com,secondsale,www,"","",com,secondsale.com,com,secondsale.com,https,"",/i/the-girl-who-lived-a-thrilling-suspense-novel/9781683993063,"",2021-01-21T03:40:41.000-08:00,200,"",EISN2HAN6LVTW5QIJA3AMTLXEOMMPDRO,text/html,text/html,UTF-8,eng,"",crawl-data/CC-MAIN-2021-04/segments/1610703524743.61/warc/CC-MAIN-20210121101406-20210121131406-00361.warc.gz,974459421,28131,1610703524743.61
"com,secondsale)/i/the-girl-who-sang-to-the-buffalo-a-child-an-elder-and-the-light-from-an-ancient-sky/9781608680153",https://www.secondsale.com/i/the-girl-who-sang-to-the-buffalo-a-child-an-elder-and-the-light-from-an-ancient-sky/9781608680153,www.secondsale.com,com,secondsale,www,"","",com,secondsale.com,com,secondsale.com,https,"",/i/the-girl-who-sang-to-the-buffalo-a-child-an-elder-and-the-light-from-an-ancient-sky/9781608680153,"",2021-01-24T21:13:42.000-08:00,200,"",RUIKRIQ6KYII4XSHLFDEL4EJTKA7HXKG,text/html,text/html,UTF-8,eng,"",crawl-data/CC-MAIN-2021-04/segments/1610703564029.59/warc/CC-MAIN-20210125030118-20210125060118-00513.warc.gz,979981608,26974,1610703564029.59
